6183
48766	万军	2
16862	万分之	6
53784	万力	1
52220	万力达	4
33592	万博	2
47730	万历	7
5197	万向	2
9973	万向集团	4
69492	万嘉	1
58973	万国	1
56644	万国宫	1
42909	万圣	1
38093	万堂	1
37374	万安	2
35059	万宝	1
33223	万富	3
58864	万寿	3
64108	万寿路	1
37082	万岁军	1
55291	万州	1
69939	万州区	1
54121	万年青	1
65765	万幸	1
61539	万庆	2
3447	万建民	3
65330	万得城	1
54033	万恒	1
68150	万愚	1
51280	万擎	1
52652	万昌	1
52651	万昌富	1
33610	万春	7
42182	万柳阁	1
1923	万梅华	1
36012	万源	1
38249	万灵药	3
19930	万物	6
57155	万盛	1
24216	万福	6
5287	万科	30
51664	万紫千红	1
6238	万紫山	3
15907	万绿丛中	1
49891	万绿湖	1
27680	万网	1
19522	万能	15
59336	万花筒	1
44658	万荣	3
40830	万象	4
48941	万豪	1
67559	万贯	1
16362	万载县	2
5563	万达	11
22877	万通	6
54382	万邦	1
63832	万鄂湘	1
33039	万里长城	1
40756	万里长征	8
29486	万重山	1
49039	万金	2
39201	万钢	4
55150	万隆	1
30962	万难	3
3956	丈夫	55
20839	丈母娘	1
33885	三世	10
24869	三个代表	25
25541	三中	8
17543	三井	4
89	三亚	19
29197	三亚市	4
64874	三亚湾	1
18692	三亲	1
4220	三人	4
20718	三代人	2
8163	三代同堂	1
22084	三会	1
70081	三会和工信部	1
20567	三农	39
22912	三分法	1
48098	三动	1
63589	三北	1
17845	三区	2
51247	三华	1
55232	三厢	1
58185	三厢车	1
64336	三友	4
7625	三叔	1
44798	三变	2
26833	三台县	2
38048	三味书屋	1
35051	三哥	1
41314	三围	1
17080	三国	25
58638	三国演义	1
28254	三地	2
46545	三大报	1
62158	三姐	1
39875	三婆两嫂	1
7628	三婶	1
45546	三安	1
20688	三审	5
34404	三室	2
24572	三家村	2
62142	三寸金莲	1
44133	三尼库	1
36621	三居室	1
11850	三山	1
30651	三岛	1
7546	三峡	23
38159	三峡地区	1
32575	三峡大坝	3
22022	三峡工程	11
38063	三峡库区	3
22050	三峡总公司	2
32582	三峡水库	3
33579	三川	1
30173	三市	1
63103	三年计划	1
42832	三幸	1
68034	三废	1
46250	三座大山	2
10356	三庭	4
11115	三性	2
29263	三明	3
22508	三明市	1
5185	三星	19
32350	三星电子	1
53958	三木	2
42036	三本	2
45689	三权	3
17930	三板	13
39574	三桥	1
27067	三民主义	1
38225	三江	3
57321	三河市	1
53747	三泰	2
21042	三流	1
3286	三浦	2
7420	三湘	4
31630	三爷	2
44859	三特	1
26667	三环	5
11838	三环路	4
24634	三界	2
26654	三益	1
22860	三盛	1
13167	三省	11
38436	三科	1
36619	三等奖	1
16050	三网	13
18661	三者	24
31411	三联	4
50691	三联书店	3
64330	三聚	1
40488	三聚氰胺	4
33532	三菱	5
30799	三藩市	1
49967	三角债	1
67386	三角型	1
62937	三角形	2
68938	三角洲	1
37976	三角翼	1
54066	三诺	1
63615	三资	1
6050	三轮车	6
69659	三轮车夫	1
5602	三边	4
31313	三达牌	1
45263	三连冠	1
2746	三通	2
48081	三针	1
40760	三铁	1
44835	三门县	1
61013	三门峡	1
41238	三门峡市	2
48596	三限	1
53628	三非	1
56346	三馆	1
35575	三鹿	5
50940	上下水	1
46482	上下班	5
54682	上下议院	1
12156	上为	15
53476	上乘	2
26853	上书	8
21811	上买	3
43884	上于	1
11041	上交	19
34743	上交利润	2
34890	上京	1
2052	上以	10
7286	上任	66
64238	上份	1
66503	上会	1
8205	上传	17
48209	上传者	1
48833	上位	6
39161	上位法	7
17445	上作	21
12833	上信	1
39246	上做	1
56973	上共	2
4754	上写	6
34742	上出	3
8277	上别	1
64746	上力	1
23542	上加	5
66801	上劲	1
34022	上升时	3
9187	上升期	2
31110	上半身	2
33002	上卖	3
45652	上卫	1
24491	上印	2
18278	上发	2
62679	上受	2
12712	上台	37
5749	上司	8
38710	上合	4
10597	上吊	3
13682	上同	2
37603	上向	7
42520	上告	2
52207	上周三	1
1462	上周二	2
5534	上周五	22
30036	上周四	3
27461	上周日	2
1073	上周末	11
62136	上品	1
37853	上哇	1
19593	上唱	2
13962	上图	1
47860	上场	2
39503	上城	1
52487	上多加	1
56064	上大	1
50446	上头	2
63717	上奏	1
9623	上如	2
26897	上学	30
19937	上学时	1
14070	上守	1
62190	上官	2
2948	上将	48
36410	上少	1
30305	上山	4
56805	上山下乡	2
5394	上岗	10
22772	上工	1
2641	上市	376
2780	上市公司	223
21145	上帝	13
68050	上帝保佑	1
54207	上平龙	1
47465	上床	3
12498	上应	9
13800	上庭	2
54830	上延	1
38065	上建	2
27773	上开	4
42206	上强	1
36068	上当	3
27915	上影	1
51939	上待	1
33138	上微博	2
67742	上意	1
42379	上房	1
7821	上打	1
8929	上扬	23
16280	上批	1
22479	上找	3
5212	上报	76
26424	上拉	3
66845	上拿	1
48047	上挂	1
64720	上推	2
13845	上收	8
18574	上攻	3
37323	上放	1
57922	上新	1
21628	上映	10
2032	上有	23
26375	上有政策	10
63493	上杭	1
63491	上杭县	1
21957	上架	1
54360	上柴	1
18597	上桌	3
55223	上械	1
6451	上楼	9
22424	上榜	11
42676	上水	2
35254	上永	1
16651	上洋	1
24602	上流社会	6
9268	上浮	19
2279	上海	623
27917	上海东方	11
30848	上海交通大学	5
66284	上海人民出版社	2
52832	上海光大会展中心	1
45132	上海动物园	1
60834	上海华山医院	1
9324	上海地区	8
34191	上海大众	2
25073	上海大学	1
994	上海市	99
57734	上海市人民政府	1
68734	上海市公安局	1
38451	上海市分行	2
10402	上海市委	23
52712	上海市工商局	1
10994	上海市政协	3
11297	上海市政府	24
45569	上海市教委	2
30494	上海市浦东新区	1
49389	上海市第一中级人民法院	1
26188	上海师范大学	1
20366	上海戏剧学院	1
25146	上海文艺出版社	1
32171	上海浦东	5
39694	上海浦东发展银行	6
30497	上海浦东新区	3
62470	上海海关	1
26786	上海港	1
41082	上海滩	2
33727	上海电视台	2
55838	上海第二医科大学	1
64514	上海联和投资有限公司	3
56977	上海警备区	1
21681	上海证券交易所	15
69133	上海译文出版社	2
23980	上海贝尔	4
55882	上海财大	1
33667	上海财经大学	6
25777	上海通用	3
41532	上海铁路局	5
12981	上海银行	17
3363	上海长征医院	1
47510	上涌	1
5177	上涨	266
39398	上清寺	1
39743	上港	1
49972	上溯	4
14856	上演	36
32976	上炒	1
65951	上点	1
44816	上煌	2
47508	上爬	3
44476	上牌	1
51495	上犯	1
12396	上班	27
14436	上班族	3
56876	上甘岭战役	1
9091	上用	6
69951	上甫	1
55937	上疑	1
52594	上瘾	1
6974	上百人	12
15375	上百户	1
45855	上盖	1
3669	上看	96
58619	上睑	1
16715	上离	4
45075	上秀	1
3253	上称	44
48830	上移	2
32103	上空	21
49688	上穿	1
69257	上窜	1
60824	上立	1
67659	上算	1
13988	上级指示	3
43393	上级法院	5
5751	上级领导	6
27072	上纲上线	1
4465	上线	89
42265	上结	1
55390	上绝	1
11288	上缴	41
34756	上缴利润	2
30519	上缴国库	8
5255	上网	63
24278	上翻	2
17797	上能	11
13983	上膛	2
45672	上自	1
43466	上船	1
69139	上艾	1
42900	上花	2
40887	上苍	2
69233	上落	1
41535	上虞	5
8788	上行	42
18611	上行下效	5
2754	上街	15
29031	上衣	2
39261	上表	2
45005	上装	2
46115	上解	1
22887	上议院	9
6081	上访	50
13905	上访事件	1
6026	上访户	2
31787	上访者	5
52731	上证所	1
5312	上证指数	15
9278	上证综指	22
2814	上诉	68
20175	上诉人	7
24434	上诉状	6
20640	上说	4
5245	上读	4
20322	上课	11
24514	上课时	2
9008	上调	72
55758	上谈	1
59043	上谕	2
65644	上谷	1
50970	上贴	1
52969	上费	1
51069	上走	2
22665	上跃	1
11865	上路	18
3370	上身	1
11894	上车	9
57171	上车时	2
53545	上载	2
46568	上达	2
43936	上过	3
52757	上远	1
57246	上述事实	2
39639	上述情况	7
19066	上重	1
31450	上金	1
31466	上金村	1
41061	上钩	4
35769	上锁	2
65009	上镇	1
2611	上门	15
37731	上阵	2
67706	上降	1
316	上限	102
48508	上露	1
31887	上靠	2
69729	上顿	1
11308	上风	17
52049	上饶市	1
25835	上首	2
19905	上马	18
63927	上高	1
40129	上鱼	1
53013	下不来	1
68525	下举	1
13707	下乡	12
31713	下井	2
28393	下交	1
64687	下人	1
10052	下令	25
21457	下以	5
52610	下任	1
11536	下会	7
51319	下位法	3
54232	下体	2
54992	下关	1
12693	下决心	22
55891	下出	1
32768	下到	1
11378	下功夫	19
69569	下加	1
9853	下午茶	3
63233	下半身	2
30664	下单	8
18764	下压	2
33409	下厨	1
15425	下发	114
30109	下发文件	7
60950	下可	1
13475	下台	22
18860	下台阶	1
21728	下同	14
27109	下向	1
62171	下品	1
6991	下图	22
40281	下场	2
33019	下坡	1
66054	下坡路	1
60593	下坳	1
31974	下垂	2
50596	下城	1
31930	下基层	3
45598	下大	4
19889	下好	3
21202	下学期	1
57476	下定	1
20158	下层	5
2625	下属	123
26960	下属单位	10
8118	下山	6
47873	下岗	5
42645	下工夫	1
46275	下巴	5
54202	下平龙	1
48754	下应	1
15525	下建	1
30412	下开	1
31714	下当	1
8772	下得	2
66660	下想	1
41294	下意识	3
68427	下户	1
25545	下所	5
5373	下手	9
13597	下拨	3
8922	下挫	43
11738	下探	10
70111	下推	1
1600	下放	77
24802	下文	13
16149	下旨	1
24957	下有	2
16081	下架	4
46789	下楼	2
2055	下榻	7
57320	下步	1
60078	下死	1
42155	下毒	3
41041	下水	3
39442	下水管	2
65767	下水道	1
50400	下江	1
8104	下沉	19
32853	下沙	1
52645	下泄	1
39821	下注	1
41904	下流	2
49031	下浮	3
7202	下海	9
2844	下海经商	6
51282	下淌	1
461	下滑	203
57736	下漏	1
68340	下火	1
28913	下爱	1
4082	下班	13
60632	下田	1
43601	下界	1
69134	下疳	1
16117	下看	2
1837	下称	524
9289	下移	5
19857	下线	6
41147	下给	3
42252	下网	1
67415	下肚	1
63200	下肢	2
28509	下能	4
65674	下脚料	1
39500	下腰	2
63702	下至	1
64128	下船	1
2162	下落	17
5848	下葬	7
22446	下藏	1
60612	下蛋	1
1032	下行	142
38253	下要	4
67826	下议院	1
11420	下设	28
47025	下访	5
53526	下该	1
26069	下诺夫哥罗德	1
14708	下课	3
21164	下课铃	1
1110	下调	69
69528	下谈	1
56177	下象棋	1
56009	下起	1
58266	下越	1
2749	下跌	200
5771	下跪	9
45116	下身	3
11870	下车	19
41423	下车时	1
15494	下载	35
16264	下辖	12
4059	下达	29
53116	下过	1
39028	下近	1
27867	下述	5
48741	下逆	1
55641	下里巴人	1
55651	下锈	1
59130	下锋	1
1197	下降	571
6313	下限	64
19495	下院	4
31696	下雨	3
34462	下雪	3
45174	下顿	2
64628	下颌	1
34240	下风	4
33600	下首	1
32988	下马	2
53001	下马威	1
53062	下高	1
11521	不上	5
24016	不为	6
52374	不义	2
2736	不乏	64
10876	不予	59
18775	不争	8
7359	不争气	1
48660	不事	1
21805	不亚于	12
31405	不交	3
61224	不付	1
55338	不令	1
36467	不以	5
56999	不休	2
69023	不伤和气	1
50331	不似	2
19676	不住	20
45624	不作	1
67082	不供	1
17262	不信	8
14731	不信任感	4
19568	不修边幅	1
42735	不倒	2
67891	不倒翁	1
66117	不值	1
35646	不值钱	3
12572	不公	36
19727	不具	10
42024	不养	1
67565	不冤	1
52906	不决	1
9012	不准	37
25912	不减	22
19958	不出	18
47692	不分	1
37892	不列颠	4
21124	不判	1
1095	不利于	67
2732	不到	342
47549	不剩	1
25585	不办	4
6994	不加	2
65807	不加区分	1
58796	不务	1
51698	不务正业	4
36721	不动	7
34738	不动产业	2
63340	不助	1
60780	不卖	2
20705	不去	3
35896	不取	2
14945	不受	24
40707	不可靠性	1
24272	不吃	3
7815	不合	14
52628	不合格率	2
4813	不合理	98
54965	不合理性	1
5173	不同点	8
40291	不向	1
33975	不含	5
63819	不响	1
13819	不善	16
9057	不在	4
47657	不地	1
69803	不垮	1
24050	不堪	17
47311	不增	3
59570	不备	2
35572	不多	4
37183	不太会	3
7145	不太好	13
24484	不太想	2
30007	不太熟悉	1
18447	不太能	2
51227	不失	5
41985	不失为	3
49703	不孕	1
42895	不存	3
48691	不学	1
62663	不安全感	4
48557	不安分	2
66031	不完	1
66169	不定形	1
9510	不容	20
60786	不对称性	2
51862	不居	1
8463	不屑	5
42092	不屑于	2
47858	不平	2
55389	不平衡性	1
66010	不幸遭遇	1
3792	不应	44
25253	不开	8
42166	不弃	2
17868	不强	22
53909	不彰	1
58011	不循	1
31425	不忍	3
67561	不忠	1
43517	不思	2
37779	不息	3
39299	不恰当地	2
21909	不悔	1
14344	不惑	1
12757	不惜	24
1980	不想	85
66129	不意	1
23284	不愿	3
60735	不成文	2
35908	不战	1
41168	不批	4
43448	不报	3
60855	不换	1
43512	不掉	2
47101	不接	1
25993	不收	2
12685	不改	3
45286	不敌	2
11780	不救	2
59732	不敢想像	1
61021	不敢肯定	1
52989	不散	1
15917	不断扩大	41
66966	不施	1
12350	不无	10
1278	不明	54
6023	不服	37
26727	不来	5
40208	不染	1
67407	不查	1
55068	不标	3
59231	不求	1
14250	不治	2
16721	不法	13
44254	不测	1
44066	不济	3
44335	不涨	1
10071	不滑	9
64167	不漏	1
38026	不灭	1
11572	不理	4
27618	不甘	5
36128	不生	3
423	不用	111
56815	不畏	1
6429	不留	9
66171	不留情	1
46655	不监	1
31098	不盖	1
26305	不相称	7
19996	不眠	1
5271	不知	70
33348	不破	2
4579	不确定性	116
42156	不离	2
57575	不离口	2
29585	不积	1
41644	不移	1
11806	不稳定性	9
41632	不竭	1
39286	不端	3
18327	不符	37
7584	不算	44
43402	不算数	2
50742	不系	1
13654	不纵	1
53716	不给	4
4716	不绝	2
61988	不罪	1
68343	不羁	1
36170	不肖	3
7133	不肯	12
64672	不胜负荷	1
41386	不能允许	3
11603	不能证实	2
29155	不腾	1
18690	不致于	3
21893	不舍	1
68474	不良习气	1
15182	不良率	9
10667	不良贷款	28
40201	不节	1
43915	不落	2
3972	不行	64
66049	不衰	1
122	不见	35
34136	不视	1
19706	不解	11
65769	不解之谜	1
4473	不触	2
23135	不计	6
50387	不讨	1
3920	不让	60
63551	不证	2
39926	不识	2
14054	不该	40
4329	不详	17
66320	不误	1
26098	不读	1
41134	不调	1
53055	不负	5
67374	不败	1
67094	不赔	1
46342	不赞	1
55699	不越雷池	1
11062	不足以	52
54974	不足者	1
11744	不跌	3
20103	不轨	2
14300	不辨	1
32038	不辩	1
24245	不运	1
49588	不进	2
37438	不适感	1
18457	不选	2
47409	不遇	1
50916	不配	4
63215	不醒	1
68792	不锈钢	1
9639	不长	7
39087	不降	3
36850	不除	2
49067	不难想像	1
22928	不靠	21
1413	不顾	35
33791	不领	1
30641	不齿	2
3696	与会	38
13684	与会者	13
49988	丑事	1
52776	丑化	1
69103	丑小鸭	1
10883	丑闻	39
18544	专	10
441	专业	433
32399	专业书籍	2
10792	专业人士	31
23338	专业人才	10
10895	专业化	59
45433	专业名词	1
39523	专业型	1
30885	专业培训	2
32875	专业学位	2
16078	专业性	22
53391	专业户	1
21515	专业技能	4
23722	专业本科	2
33253	专业术语	5
60124	专业版	1
18067	专业知识	18
22330	专业训练	6
38440	专业课	1
63095	专业队伍	1
66715	专为	1
22986	专事	6
19014	专享	4
3975	专人	11
16672	专任	7
28661	专供	5
38514	专修	2
13751	专修班	1
59866	专修科	2
68294	专刊	3
7137	专利	20
14046	专利号	1
55483	专利技术	1
52890	专利权	5
56040	专利法	2
27345	专利申请	2
14065	专利证书	3
12091	专制	16
69287	专制主义	1
60698	专制制度	2
67574	专制政体	1
51533	专制政府	1
29648	专办	3
20930	专勤	1
5147	专区	8
786	专升本	5
59585	专卖	1
57927	专卖店	3
64800	专号	1
33262	专司	2
57686	专向	1
5617	专员	20
39077	专员办	2
21270	专场	4
31905	专委会	4
48667	专守	1
3668	专家	348
49375	专家团	1
11394	专家学者	35
34234	专家库	4
37565	专家教授	1
7974	专家组	16
48124	专家论证	4
11208	专家门诊	2
8174	专属	14
64991	专属经济区	1
64591	专干	1
46404	专心	5
39630	专户	9
49608	专才	2
66971	专报	1
53018	专指	1
23122	专攻	7
29364	专政	5
11281	专文	3
28584	专机	6
16201	专权	5
35103	专柜	2
15033	专栏	29
1184	专栏作家	240
2828	专案	9
57182	专案处理	1
57186	专案工作	1
13651	专案组	21
43428	专横	1
44573	专款	1
5029	专注	72
32662	专班	1
10617	专用	15
2459	专用发票	6
56740	专用名词	1
58023	专用权	1
61297	专用章	2
39575	专用线	3
9338	专用设备	3
7118	专用车	4
41853	专电	1
753	专科	19
47698	专科医生	2
38279	专科医院	8
36484	专科生	1
20371	专程	10
36542	专稿	2
39163	专章	2
55912	专管员	1
24160	专精	3
12083	专线	9
54385	专线电话	1
52878	专网	2
49658	专群	2
16333	专职	27
48189	专营权	2
32420	专著	7
20932	专训	1
20704	专论	3
38823	专设	5
4637	专访	137
58270	专责	2
25917	专账	1
50915	专车	3
50834	专辑	1
68822	专运	1
24654	专长	7
29382	专门人才	4
52015	专门化	4
21520	专门性	4
27244	专门机构	3
6730	专项	167
24221	专项基金	5
13661	专项斗争	3
34014	专项经费	4
9743	专项资金	30
7440	专题	77
28116	专题会议	6
14650	专题学习	4
4093	专题报告	8
11590	专题报道	2
48437	专题片	1
16811	专题研究	6
3604	专题研讨	2
56033	专题讲座	1
38863	专题论文	1
37665	世	4
66155	世乱	1
36983	世事	4
64464	世交	1
17077	世人	23
67457	世仇	1
21045	世俗	8
52303	世俗化	1
54805	世华	2
50529	世博	6
39236	世博会	5
38744	世卫	9
17947	世图	1
32985	世宝	2
24581	世家	4
64867	世德	1
50828	世情	3
64024	世所	2
36571	世故	5
7186	世易时移	2
66096	世景	1
47346	世民	1
41227	世源	2
67772	世爵	1
1797	世界	719
54828	世界之最	2
40985	世界冠军	2
69934	世界华人	1
31191	世界卫生组织	22
49406	世界反法西斯战争	4
65362	世界史	1
48252	世界名著	1
17948	世界图书出版公司	1
45777	世界地图	4
66012	世界大学生运动会	1
35914	世界大战	4
24048	世界大赛	1
15880	世界市场	12
4676	世界性	21
51656	世界报	2
37950	世界日报	2
19011	世界杯	10
47766	世界潮流	3
18337	世界秩序	6
20588	世界级	13
43467	世界纪录	3
33709	世界舞台	8
11666	世界观	11
38976	世界贸易中心	1
38238	世界贸易组织	17
51127	世界资源研究所	1
12195	世界银行	42
43063	世界闻名	1
58726	世界霸权	3
2241	世纪	425
61047	世经	1
52452	世联	1
50528	世茂	3
53521	世茂蝶	1
22329	世行	13
24586	世袭	1
33576	世诚	1
35566	世贸	3
60592	世贸中心	1
23524	世贸组织	8
32189	世通	2
66087	世道	1
31489	世道人心	3
24069	世锦赛	3
30654	世间	5
38364	丘	1
3986	丘勋锐	1
54214	丘北	1
34261	丘北县	4
25002	丘吉尔	4
44986	丘奇	1
55269	丘小雄	1
12739	丘尔金	4
68694	丘杉	1
63919	丘陵地区	1
54107	丙	1
44751	丙方	1
65764	丙烯	1
16401	丙类	4
60520	丙类户	2
34365	丙肝	2
4635	业	68
7317	业主	24
68680	业主大会	1
18616	业余	9
51933	业余时间	3
333	业内人士	122
326	业务	802
33613	业务主管	5
53895	业务人员	1
3167	业务员	7
41595	业务培训	2
4609	业务收入	24
67731	业务水平	1
15103	业务流程	9
67741	业务知识	1
4952	业务管理	19
45599	业务精	1
52904	业务素质	2
37338	业务组	2
61054	业务经理	1
13614	业务联系	1
16042	业务范围	34
60426	业务费	2
34585	业务部	12
25904	业务部门	16
30102	业务量	16
22371	业协会	2
31582	业委会	2
12511	业态	34
36074	业户	2
13282	业控人	6
35362	业是	2
11268	业界	126
43572	业类	1
2942	业绩	249
51699	业绩考核	4
26001	业者	4
30268	丛书	3
49312	丛斌	3
49191	丛林	4
32035	丛生	6
7684	东	50
28262	东三环	4
48438	东不压桥	1
42769	东东	1
15759	东中西部	4
34304	东中部	3
7532	东临	3
64828	东乡	1
65089	东乡族	1
10267	东亚	27
33892	东亚国家	4
63028	东亚地区	1
56397	东交民巷	1
11668	东京	62
19157	东京大学	2
59334	东京湾	2
38699	东京证券交易所	1
49354	东京都	3
36201	东伊运	2
49995	东信	1
54609	东光	1
53315	东兴	2
54814	东凌	1
35827	东刘	1
2113	东北	57
38865	东北三省	2
17393	东北亚	4
40831	东北区	1
22687	东北地区	9
39375	东北师范大学	1
49	东北方向	1
60434	东北网	1
69699	东北虎	1
68194	东北财经大学	2
706	东区	8
60547	东升	4
4276	东华	5
68576	东华大学	1
45974	东单	2
1847	东南	23
8349	东南亚	43
70086	东南亚国家联盟	1
28544	东南亚地区	7
40840	东南区	1
51167	东南大学	2
11975	东南西北	2
47746	东印度	13
16155	东厂	1
64194	东口	1
63247	东向西	1
54517	东吴	1
57941	东和	2
12889	东哈	1
12850	东哈州	1
50705	东哥特	1
45099	东四环	2
48636	东坝	1
4098	东城	7
21283	东城区	8
57068	东大桥	1
11798	东大街	6
61647	东大路	1
23154	东安	1
22763	东安动力	1
22836	东宝	1
48631	东小	1
40560	东山	1
45475	东峰	1
26221	东平	4
35590	东平路	1
7657	东延厚	1
7761	东延西	1
39548	东张西望	2
55528	东弯	1
30788	东征	3
21337	东德	7
39437	东惠	1
54167	东扩	4
7588	东拓	1
28942	东方人	3
44089	东方公司	1
23797	东方女性	2
54099	东方宾馆	2
61091	东方影都	1
56864	东方文化	1
53570	东方日报	2
27911	东方明珠	1
13733	东方汽轮机厂	1
62785	东方电子	1
69198	东方电机	1
27914	东方网	3
22777	东方航空	5
63023	东方航空公司	1
29739	东方艺术	1
23763	东方集团	5
23244	东明	2
54509	东易	1
30973	东星	2
33535	东村	3
51395	东柏林	1
60447	东梁	1
60256	东棘	1
40629	东森	1
65449	东楼	1
17035	东欧	12
15440	东欧国家	5
19003	东欧地区	1
8029	东正教	5
56357	东段	1
53230	东江	1
26582	东河	4
59154	东洋	1
65407	东洲	1
68848	东浩	1
68849	东浩兰	1
17398	东海	16
37151	东海舰队	1
70053	东海道	1
53190	东港	2
28862	东湖	3
62039	东湖新技术开发区	1
49899	东源县	2
27228	东滩	1
58695	东瀛	2
53923	东热	1
28750	东王	1
57197	东环	1
25062	东白	3
25109	东白仓	7
62037	东盛	1
29169	东盟国家	11
37629	东直门	5
53191	东磁	1
22797	东福	1
49407	东移	2
7973	东突	9
31361	东突厥	3
11485	东站	3
10231	东线	10
1290	东经	14
24606	东绕西	1
41708	东联	1
24854	东胜	1
48627	东至	2
41799	东芝公司	1
630	东英	5
12130	东莞	37
3526	东莞市	20
32431	东营	3
39677	东营市	2
53980	东街	1
54496	东街口	2
1279	东西	223
36188	东西南北	2
33829	东订	1
57938	东说	1
34146	东距	1
5521	东路	5
54888	东进	1
25470	东连	1
43732	东道主	2
57872	东道国	2
12428	东镇	2
42249	东门	1
29982	东阳	3
53271	东阳市	1
60578	东阿	2
55780	东陵	2
10347	东陵区	2
55972	东非	1
56308	东韵	1
23409	东风	19
27652	东风公司	3
27640	东风汽车	6
52228	东风汽车公司	1
30539	东马	2
18398	东黄	5
64023	丝	1
7500	丝带	2
56436	丝线	1
49045	丝织品	1
10661	丝绸	6
15731	丝路	1
67752	丞相	1
14878	丢	16
30359	丢下	1
60001	丢出	1
10056	丢失	23
61071	丢官	1
43816	丢开	1
15541	丢弃	7
31542	丢掉	9
25818	丢散	1
52958	丢给	1
28195	丢脸	2
24788	丢进	1
57355	两人	1
18249	两件事	10
26784	两位数	22
42187	两全	2
44231	两军	1
22903	两分法	1
33158	两刊	1
60585	两匹马	1
19481	两区	2
28603	两厅	1
62099	两县	1
42077	两口子	3
2217	两国	83
18424	两国人民	6
18977	两国间	6
14451	两地	40
64730	两块钱	1
59620	两城	1
13989	两女	1
66776	两姐妹	1
11445	两审	5
68534	两审终审	1
68940	两害相权	1
53081	两居室	1
35732	两岸三地	2
14880	两岸关系	11
58662	两币	1
12808	两市	3
60769	两平	1
33264	两广总督	2
26827	两张牌	1
37496	两张皮	2
36466	两弹一星	3
48903	两当县	2
20238	两性	5
25255	两手空空	2
9536	两拨	1
11623	两本书	4
44323	两权分离	4
9669	两条线	9
11032	两条路	2
27010	两极	2
30555	两极分化	14
67354	两极化	1
6813	两江	6
